index,Binance Official,Backtest,Bitcoin,tracking_error
2023-05-24,0.007997860853000915,0.014117722036961045,-0.03372730765052445,-0.006119861183960129
2023-05-25,0.004913157813006164,-0.002637330074828359,0.014402646223436788,0.007550487887834523
2023-05-26,-0.0027590247581552596,0.005995364961363769,0.01797947731693572,-0.008754389719519029
2023-05-27,-0.0008174391921166313,-0.0034736852934771356,0.024404156698565327,0.0026562461013605043
2023-05-28,0.030235906258478717,0.03127542885256851,0.04235902577826911,-0.0010395225940897923
2023-05-29,0.0011792176513139019,-0.001945396085372586,-0.006747990251471325,0.003124613736686488
2023-05-30,-0.002065886944775941,0.0014845050196350407,-0.009267593821317144,-0.0035503919644109816
2023-05-31,0.005286939715673178,0.014161393715165449,-0.04758383775127539,-0.008874453999492271
2023-06-01,-0.002543017292582439,-0.0028550531427562476,0.012327142005225333,0.0003120358501738085
2023-06-02,0.010343490607530814,0.014021643689925423,0.007954997053704949,-0.0036781530823946085
2023-06-03,-0.0025328064924922122,-0.0037128144628297832,-0.004522127088921302,0.001180007970337571
2023-06-04,0.007067070095083228,0.0058810100845678726,-0.012072559519344273,0.0011860600105153551
2023-06-05,0.0020276188420746966,0.0023061891766582576,-0.06217913638163819,-0.00027857033458356106
2023-06-06,0.01754486234965258,0.017912854221595165,0.06868297680253743,-0.00036799187194258565
2023-06-07,-0.008513656796792723,-0.01714972679864557,-0.0314866656186894,0.008636070001852847
2023-06-08,-0.0010503755728952235,0.00797651217128914,0.00794464503707637,-0.009026887744184364
2023-06-09,0.003467896542364235,0.003282867339368778,-0.009097297242188107,0.000185029202995457
2023-06-10,0.013037656831034639,0.02283002062189521,-0.03393753084271722,-0.00979236379086057
2023-06-11,3.7140858323958525e-05,0.0031930752681010866,0.0037185876130263473,-0.003155934409777128
2023-06-12,0.007499838150806015,0.009965918647055094,0.015851863167758662,-0.002466080496249079
2023-06-13,-0.00029285183807836734,-0.006150696494630292,-0.004534441381454313,0.005857844656551925
2023-06-14,-0.030200885265410315,-0.03030338401325361,-0.02654534952007026,0.00010249874784329371
2023-06-15,0.01310848682379806,0.01826802581138587,0.029706347607354466,-0.005159538987587808
2023-06-16,-0.0029317554418498704,-0.0006825475102818501,0.04110164601406385,-0.0022492079315680202
2023-06-17,0.0030562385021619676,0.004630425555755657,0.016351847543444098,-0.0015741870535936897
2023-06-18,-0.011406319141525456,-0.011022764781075,-0.008198215640379702,-0.00038355436045045543
2023-06-19,-0.0037088917538391497,-0.003725913910987977,0.028017456869125823,1.7022157148827155e-05
2023-06-20,0.004649961283546888,0.0024851577569058314,0.1012000432769562,0.002164803526641057
2023-06-21,-0.0015616375921029269,-0.0024542476528948143,0.08279971370007977,0.0008926100607918874
2023-06-22,-0.011027431518094488,-0.00020040677153376762,-0.014260793504092595,-0.01082702474656072
2023-06-23,-0.017901374186041208,-0.01566452422703435,0.03609191158215519,-0.002236849959006859
2023-06-24,-0.005209514717502084,-0.006268547671844704,0.0009010738691848097,0.0010590329543426202
2023-06-25,0.009995450574572295,0.023339146703668767,-0.022055250897117018,-0.013343696129096472
2023-06-26,0.007496931472298574,0.003511975518851518,0.0037237158931675562,0.003984955953447056
2023-06-27,-0.0004194929949432602,-0.0004362817837306743,0.004009342951104999,1.6788788787414077e-05
2023-06-28,-0.03331059887786614,-0.012241340258612343,-0.013631285723387121,-0.021069258619253795
2023-06-29,-0.003620293743690217,-0.00024369414532587896,0.028287049310709245,-0.003376599598364338
2023-06-30,0.004990079043985185,0.010511829864186417,-0.016931500540250388,-0.005521750820201232
2023-07-01,-0.0002916030192026131,0.0015350854019962057,0.005491147120766371,-0.0018266884211988188
2023-07-02,0.01149753358768213,0.02057476390928592,0.012161045976145424,-0.00907723032160379
2023-07-03,0.001792043528736409,0.0028732616320299442,0.021411467113614968,-0.0010812181032935353
2023-07-04,-0.005986586382259906,-0.007082690894047339,-0.015721888415319185,0.0010961045117874324
2023-07-05,-0.0021856642667689163,0.0022884275794012865,-0.01836131150281206,-0.004474091846170203
2023-07-06,-0.0012059285324499402,0.0005244831480135659,-0.017485901508158097,-0.0017304116804635061
2023-07-07,-0.00039455360978402076,0.0037086058896877994,0.00693917885968709,-0.00410315949947182
2023-07-08,-0.004622470412503743,-0.00523819392398428,0.0006525224592590639,0.0006157235114805371
2023-07-09,-0.004912332102860795,-0.0019046189686307002,-0.006528330206131638,-0.0030077131342300945
2023-07-10,-0.00401538716271943,0.003427655583509548,0.01590818727975174,-0.007443042746228978
2023-07-11,0.002198580514305881,0.0073353326398297725,0.005528778556495251,-0.005136752125523891
2023-07-12,-0.0031029036390396447,-0.009262921793702361,-0.014236316345585198,0.006160018154662716
2023-07-13,-0.003079138359349809,-0.02557554629875991,0.05752754058764942,0.0224964079394101
2023-07-14,-0.003184653256044112,0.019907492687582184,-0.055646394038905145,-0.023092145943626297
2023-07-15,0.0001659424124496045,0.005571493860470511,-0.005194286449960339,-0.005405551448020907
2023-07-16,-0.011075379404613672,-0.012377176645949284,0.0061941831191203445,0.0013017972413356116
2023-07-17,0.006456624838985903,0.017886119226974362,-0.011811401572807245,-0.01142949438798846
2023-07-18,-0.0005434927076394258,-0.004996814726983434,-0.0007416712858332453,0.004453322019344008
2023-07-19,-0.004732899536097679,-0.01637777422532416,-0.005544078166013211,0.011644874689226481
2023-07-20,0.004822433725528041,0.012626534680503454,-0.002523373848003496,-0.0078041009549754126
2023-07-21,-0.004854397160030777,-0.013039374417615601,0.00028998963797000066,0.008184977257584825
2023-07-22,0.0010409442818486436,0.007391449559867258,-0.0028938180942630343,-0.006350505278018614
2023-07-23,-0.0034161531916151455,-0.010206554437186544,-0.006519027357700713,0.006790401245571398
2023-07-24,-0.0005275451859683145,0.008387180336586919,-0.030539103513258725,-0.008914725522555234
2023-07-25,0.0015227222972655774,0.0053443686896397224,0.006791247294837932,-0.003821646392374145
2023-07-26,0.003021311995653475,0.011699147369473195,0.008360006565720113,-0.00867783537381972
2023-07-27,0.00014751472967056145,-0.0008035999713769115,-0.007750517075214125,0.000951114701047473
2023-07-28,-0.0002563603408609616,0.002179010868400333,0.0060535642500274545,-0.0024353712092612945
2023-07-29,0.001162906322884627,0.005036636246940951,-0.0029094134189480148,-0.003873729924056324
2023-07-30,-0.006491867638752646,-0.01837118925201331,0.005478607658283341,0.011879321613260663
2023-07-31,-0.0014984822012485965,0.012701474078855579,-0.02992607572564676,-0.014199956280104176
2023-08-01,0.0027961336895034883,0.007932499066098053,0.04150943592528589,-0.005136365376594565
2023-08-02,0.00269039665258175,0.013156638110129126,-0.022820703702904233,-0.010466241457547376
2023-08-03,-0.0022479020639314395,-0.008373064612721137,-0.0010717175202770157,0.006125162548789698
2023-08-04,-0.009563010790511806,-0.006815236545335335,-0.0034340056403565633,-0.002747774245176471
2023-08-05,0.00085712402537097,-0.0007445016376768088,-0.0015734921902832433,0.0016016256630477788
2023-08-06,0.00019005050211973185,0.002945664137901982,0.005091866226258901,-0.0027556136357822503
2023-08-07,0.0007656145282533,0.00357657588589122,0.001668057714898863,-0.00281096135763792
2023-08-08,0.00036008612298399356,-0.0029712737803713196,0.02676357565604337,0.003331359903355313
2023-08-09,-0.004727567380690467,-0.013401586776029095,-0.006732231794320143,0.008674019395338628
2023-08-10,0.00046495139028257526,0.002417992974267591,-0.008651867666938484,-0.0019530415839850157
2023-08-11,0.000696560652553968,0.003988032825220422,-0.000506935944510678,-0.003291472172666454
2023-08-12,-0.0006151275803285561,-0.0004972676340178062,0.0008417777529869941,-0.00011785994631074992
2023-08-13,-0.0030842529130368224,-0.0036079085934037636,-0.0009509302970649447,0.0005236556803669412
2023-08-14,0.001955901329983689,0.006345068040916502,0.00010663297948831918,-0.0043891667109328125
2023-08-15,-0.010626404296917413,-0.01316860856829516,-0.008850928508262967,0.002542204271377746
2023-08-16,-0.012006203032052576,-0.01924457621409248,-0.029314357796549118,0.007238373182039903
2023-08-17,-0.027713199104038577,-0.1206674412246489,-0.11825834953048497,0.09295424212061032
2023-08-18,0.001336484623935874,0.005601005735832665,-0.024460953277125608,-0.004264521111896791
2023-08-19,-0.0010696086581843955,-0.001282504473608892,0.007955325712784234,0.00021289581542449643
2023-08-20,0.0006097127192747909,0.003144115514111423,-0.0008371885633653431,-0.002534402794836632
2023-08-21,0.002590384302623594,0.011125352792709986,-0.00199266710769308,-0.008534968490086392
2023-08-22,-0.0018074265582579407,-0.013076081939828121,-0.0028599938593807384,0.01126865538157018
2023-08-23,-0.0014973577448107456,-0.0044953613321463415,0.025129853051105044,0.002998003587335596
2023-08-24,0.0013551967189395775,0.0010421321957054808,-0.019061145502932808,0.0003130645232340967
2023-08-25,0.0008330030654002396,0.0030143307585781542,-0.0010825097678699436,-0.0021813276931779146
2023-08-26,0.0005662974511824181,0.0022690173109674028,-0.003748970758026937,-0.0017027198597849846
2023-08-27,-0.0005372138496694268,0.0004385875541692563,-0.0005176397166086755,-0.0009758014038386831
2023-08-28,-0.0002252364781389904,-0.0003252876472288335,0.004047979124268464,0.00010005116908984313
2023-08-29,-0.0046046346337683675,-0.011314777051513847,0.07521858914442148,0.006710142417745479
2023-08-30,0.002251538492459737,0.010563765387985313,-0.009520961887675927,-0.008312226895525576
2023-08-31,-0.0025256926042501737,-0.007427602186560911,-0.06262271615679471,0.004901909582310737
2023-09-01,0.0036544896635428703,0.01413882774305586,-0.016272190483495264,-0.01048433807951299
2023-09-02,0.0024178930345861716,0.008614060418994818,0.003828193349347364,-0.006196167384408646
2023-09-03,-0.001330831479758987,-0.001296285287614829,0.007171189506923303,-3.4546192144158105e-05
2023-09-04,-0.0028916859132379624,-0.0040601617621423,-0.01703372690625793,0.0011684758489043379
2023-09-05,0.0003980167037422877,0.0023182483076400473,0.005278982736173443,-0.0019202316038977596
2023-10-03,0.0,-0.024241692234310275,-0.009298937667971963,0.024241692234310275
2023-10-04,0.0,0.003959584335451183,0.012101523745708942,-0.003959584335451183
2023-10-05,0.0,-0.0023529573238465495,-0.005019396616413818,0.0023529573238465495
2023-10-06,0.0,0.009161212158999898,0.018571475224245182,-0.009161212158999898
2023-10-07,0.0,-0.0011161514733579736,0.008841805550526383,0.0011161514733579736
2023-10-08,0.0,-0.0025431647482960784,-0.007651024216396518,0.0025431647482960784
2023-10-09,0.0,0.003368455374935575,-0.015547036500616063,-0.003368455374935575
2023-10-10,0.0,0.007090391901906745,-0.03345430278746031,-0.007090391901906745
2023-10-11,0.0,0.009249197631061357,-0.009381648827881062,-0.009249197631061357
2023-10-12,0.0005995509285987577,0.0008097745361910214,-0.0036529125897173387,-0.00021022360759226366
2023-10-13,0.0036557095474449852,0.0174563229597835,0.008349734464105474,-0.013800613412338514
2023-10-14,-0.0007154576126867651,-0.0012462122174925483,-0.002802185009934677,0.0005307546048057832
2023-10-15,0.001366411949774493,0.00547323004653677,0.019835598051520353,-0.004106818096762277
2023-10-16,0.0025841875721506202,0.007880467902640298,0.05695126142241591,-0.005296280330489678
2023-10-17,-0.0010101264429359658,-0.0013822207283582522,0.012969402193138357,0.0003720942854222864
2023-10-18,-0.002676261675141567,-0.00350597829255328,-0.013384275961330072,0.0008297166174117132
2023-10-19,0.007939865597983875,0.02220855159917301,0.05177123142250606,-0.014268686001189135
2023-10-20,-0.00033829855521350094,-0.0006881301942289753,0.01893511181832075,0.0003498316390154743
2023-10-21,-0.0015771414544688556,-0.005101373054450242,0.015350410513025547,0.0035242315999813867
2023-10-22,-0.0003469201360911667,-0.006985264931683055,0.04159341272956629,0.006638344795591888
2023-10-23,0.010983757040337938,0.04167848693726617,0.16226101843139706,-0.03069472989692823
2023-10-24,0.006553840702990588,0.026758541862430096,-0.002739155746986466,-0.02020470115943951
2023-10-25,0.00025625197590684046,0.0007103395215595221,0.03502562840098089,-0.0004540875456526816
2023-10-26,0.001705452859263934,0.010126800805266623,-0.02915217273215598,-0.008421347946002689
2023-10-27,0.0068663690040056125,0.022870191046178157,-0.0025104720244299994,-0.016003822042172544
2023-10-28,-0.001471179702705716,0.0020262783480333724,-0.003924839672589053,-0.0034974580507390884
2023-10-29,-0.0007696969841967105,-0.0025268632528585577,0.013226773409099613,0.0017571662686618472
2023-10-30,0.001410338789525012,0.007646406204698142,-0.0026743179686747887,-0.00623606741517313
2023-10-31,0.00030097908311144117,0.002490445765311655,0.009167238635552355,-0.002189466682200214
2023-11-01,0.007216228199653285,0.022551255395536707,0.050261938457899724,-0.015335027195883422
2023-11-02,-0.0011208804950996187,0.006464524829967733,-0.03752015648403506,-0.0075854053250673514
2023-11-03,0.0005837265616537302,0.002906042459916769,0.001167755755089761,-0.0023223158982630387
2023-11-21,0.0012651920349255885,-0.04280510691785189,-0.038991184538963886,0.044070298952777476
2023-11-22,-0.0010557641070202406,0.001051259769182522,0.03797606517863361,-0.0021070238762027627
2023-11-23,-0.00026374489927183387,-0.00011950005939187491,0.00031855850335604785,-0.00014424483987995895
2023-11-24,-0.0003634960180826097,-0.0028411198713236274,0.017267185052160405,0.0024776238532410177
2023-11-25,0.0001359426319935686,0.0011971168283131384,-0.0007242321841798294,-0.0010611741963195698
2023-11-26,0.0014603027745017094,0.015490059560587355,-0.015420408530788299,-0.014029756786085645
2023-11-27,0.0017460001149056659,0.00988569193555433,-0.01539313894644967,-0.008139691820648665
2023-11-28,-3.852953931082759e-05,-0.004539044331917097,0.038276592874284754,0.004500514792606269
2023-12-26,0.013806866606731028,0.011706126219660273,-0.03970114161078553,0.002100740387070754
2023-12-27,0.0006219763730206385,0.004844379043622116,0.03595780141843963,-0.004222402670601477
2023-12-28,-0.0007267782738470396,0.0032639558199782925,-0.022581030941259073,-0.003990734093825332
2023-12-29,-0.0033365604741141253,-0.003094451114785013,-0.023625848413904693,-0.00024210935932911237
2023-12-30,-0.0016880285333666922,-0.00541314535234072,0.008440579080594812,0.003725116818974028
2023-12-31,-0.00355147994984617,-0.016364485322017064,0.0061699713614429275,0.012813005372170894
2024-01-01,0.002537907809218698,0.01642861775802551,0.10479804471605769,-0.013890709948806812
2024-01-02,0.0,,,
2024-01-14,-0.0007354115098687775,,,
2024-01-15,-0.0028496183256229157,,,
2024-01-16,0.0014706950524976392,,,
2024-01-17,-0.0009646261257634237,,,
2024-01-18,2.0137720808444115e-05,,,
2024-01-19,-0.000574628545592426,,,
2024-01-20,0.0025322456025635987,,,
2024-01-21,0.0,,,
